vehicle_id,vehicle_type,make_id,make_name,make_type,model_year,vehicle_desc,color,date_stolen,location_id,region,country,population,density
460,Trailer,623,Trailer,Standard,1999,LIGHT,Silver,3/31/2022,104,Bay of Plenty,New Zealand,347700,28.8
461,Boat Trailer,623,Trailer,Standard,2020,MAKZ,Silver,1/18/2022,109,Wellington,New Zealand,543500,67.52
462,Trailer,623,Trailer,Standard,2020,ENSOL TANKER,Silver,3/3/2022,109,Wellington,New Zealand,543500,67.52
463,Trailer,623,Trailer,Standard,2021,HOMEMADE,Silver,11/15/2021,115,Otago,New Zealand,246000,7.89
464,Trailer,549,Homebuilt,Standard,2021,TRAILER,Black,10/11/2021,101,Northland,New Zealand,201500,16.11
465,Trailer,623,Trailer,Standard,2019,DOMESTIC,Grey,2/23/2022,103,Waikato,New Zealand,513800,21.5
466,Roadbike,505,Aprilia,Standard,2008,SXV,Black,10/30/2021,114,Canterbury,New Zealand,655000,14.72
467,Roadbike,550,Honda,Standard,2009,CB,Silver,2/6/2022,114,Canterbury,New Zealand,655000,14.72
468,Trailer - Heavy,558,Jayco,Standard,2017,STARCRAFT,White,1/4/2022,102,Auckland,New Zealand,1695200,343.09
469,Trailer,623,Trailer,Standard,2017,BES1500,Silver,12/23/2021,102,Auckland,New Zealand,1695200,343.09
470,Trailer,623,Trailer,Standard,2017,PL27084 ACCESS,Silver,11/11/2021,102,Auckland,New Zealand,1695200,343.09
471,Trailer,514,Briford,Standard,2017,TRAILER 8X4,Silver,1/18/2022,103,Waikato,New Zealand,513800,21.5
472,Trailer,623,Trailer,Standard,2017,TRANSPORT MGE,Silver,2/28/2022,103,Waikato,New Zealand,513800,21.5
473,Trailer,623,Trailer,Standard,2017,TUI,Silver,12/31/2021,107,Taranaki,New Zealand,127300,17.55
474,Trailer,514,Briford,Standard,2017,8X4,Silver,4/5/2022,115,Otago,New Zealand,246000,7.89
475,Trailer,549,Homebuilt,Standard,1976,TRAILER,White,11/21/2021,104,Bay of Plenty,New Zealand,347700,28.8
476,Trailer,623,Trailer,Standard,2017,VULCAN C8X5T,Silver,10/17/2021,102,Auckland,New Zealand,1695200,343.09
477,Trailer,623,Trailer,Standard,2017,TOP GEAR,Black,10/27/2021,102,Auckland,New Zealand,1695200,343.09
478,Trailer,562,Kea,Standard,2017,K844T,Silver,1/28/2022,114,Canterbury,New Zealand,655000,14.72
479,Trailer,623,Trailer,Standard,2017,EASY TILI,Silver,2/18/2022,103,Waikato,New Zealand,513800,21.5
480,Boat Trailer,623,Trailer,Standard,2017,HOMEBUILT,Silver,3/20/2022,114,Canterbury,New Zealand,655000,14.72
481,Trailer,623,Trailer,Standard,2008,BUNNINGS,Silver,2/24/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
482,Boat Trailer,636,Yamaha,Standard,2017,RED RUNNER H/B,Silver,1/20/2022,102,Auckland,New Zealand,1695200,343.09
483,Trailer,623,Trailer,Standard,2017,TRAILER PRO,Silver,10/21/2021,102,Auckland,New Zealand,1695200,343.09
484,Trailer,623,Trailer,Standard,2017,HOMEBUILT,Silver,11/6/2021,114,Canterbury,New Zealand,655000,14.72
485,Trailer,562,Kea,Standard,2008,844X,Silver,3/9/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
486,Trailer,623,Trailer,Standard,2017,IFOR WILLIAMS,Silver,2/25/2022,102,Auckland,New Zealand,1695200,343.09
487,Trailer,623,Trailer,Standard,2009,DOMESTIC TRAILER,Silver,10/9/2021,103,Waikato,New Zealand,513800,21.5
488,Trailer,623,Trailer,Standard,2020,TUFF,Silver,12/6/2021,104,Bay of Plenty,New Zealand,347700,28.8
489,Boat Trailer,623,Trailer,Standard,2020,WAVERUNNER,Grey,10/24/2021,114,Canterbury,New Zealand,655000,14.72
490,Trailer,584,Mono - Way,Standard,2008,TRAILER,Silver,1/4/2022,102,Auckland,New Zealand,1695200,343.09
491,Roadbike,550,Honda,Standard,1985,CX,White,2/16/2022,102,Auckland,New Zealand,1695200,343.09
492,Roadbike,611,Suzuki,Standard,2005,GN250,Blue,1/28/2022,102,Auckland,New Zealand,1695200,343.09
493,Boat Trailer,623,Trailer,Standard,1990,BOAT TRAILER,White,1/18/2022,102,Auckland,New Zealand,1695200,343.09
494,Trailer,623,Trailer,Standard,2021,BOX,White,3/10/2022,106,Hawke's Bay,New Zealand,182700,12.92
495,Trailer,623,Trailer,Standard,2021,CAR TRANSPORTER,Grey,11/24/2021,102,Auckland,New Zealand,1695200,343.09
496,Moped,585,Moped,Standard,2005,JET EURO X,Silver,1/24/2022,109,Wellington,New Zealand,543500,67.52
497,Trailer,623,Trailer,Standard,2021,ELITE 8X4,Silver,12/3/2021,114,Canterbury,New Zealand,655000,14.72
498,Trailer,623,Trailer,Standard,2021,ROADCHIEF,Silver,1/28/2022,102,Auckland,New Zealand,1695200,343.09
499,Trailer,562,Kea,Standard,2021,KC95,Silver,12/17/2021,114,Canterbury,New Zealand,655000,14.72
500,Trailer - Heavy,623,Trailer,Standard,2021,BRENT SMITH TB1,Silver,1/18/2022,102,Auckland,New Zealand,1695200,343.09
501,Trailer,623,Trailer,Standard,2021,TRAYLA,Silver,10/16/2021,107,Taranaki,New Zealand,127300,17.55
502,Trailer,538,Factory Built,Standard,2021,BRENT SMITH TRAILERS,Silver,2/4/2022,102,Auckland,New Zealand,1695200,343.09
503,Boat Trailer,623,Trailer,Standard,2021,BOAT TRAILER,Silver,11/19/2021,104,Bay of Plenty,New Zealand,347700,28.8
504,Trailer,623,Trailer,Standard,1968,HAYES,Grey,1/28/2022,114,Canterbury,New Zealand,655000,14.72
505,Trailer,623,Trailer,Standard,2021,TUI TRAILERS,Grey,2/21/2022,102,Auckland,New Zealand,1695200,343.09
506,Trailer,528,Dacia,Standard,2021,FACTORYBUILT,Silver,12/24/2021,102,Auckland,New Zealand,1695200,343.09
507,Trailer,549,Homebuilt,Standard,1969,TRAILER,Blue,2/23/2022,103,Waikato,New Zealand,513800,21.5
508,Trailer,549,Homebuilt,Standard,1997,TRANSPORTE GT PRODCU,Silver,2/14/2022,104,Bay of Plenty,New Zealand,347700,28.8
509,Trailer,623,Trailer,Standard,1967,HOMEMADE,Green,12/9/2021,115,Otago,New Zealand,246000,7.89
510,Trailer,623,Trailer,Standard,2021,HOMEBUILT,Grey,12/22/2021,107,Taranaki,New Zealand,127300,17.55
511,Trailer,623,Trailer,Standard,2021,CAR TRANSPORT,Silver,1/22/2022,114,Canterbury,New Zealand,655000,14.72
512,Trailer,623,Trailer,Standard,2021,CAR TRANSPORRT,Silver,3/15/2022,114,Canterbury,New Zealand,655000,14.72
513,Trailer,623,Trailer,Standard,2021,TRAYLA,Silver,12/7/2021,109,Wellington,New Zealand,543500,67.52
514,Trailer,623,Trailer,Standard,1998,HOMEMADE,Green,3/16/2022,107,Taranaki,New Zealand,127300,17.55
515,Trailer,549,Homebuilt,Standard,2021,TRAILER,Black,3/4/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
516,Trailer,572,Lochiel,Standard,2021,DOMESTIC TRAILER,Silver,11/15/2021,115,Otago,New Zealand,246000,7.89
517,Caravan,623,Trailer,Standard,2021,TRANSPORTER,Silver,2/23/2022,106,Hawke's Bay,New Zealand,182700,12.92
518,Trailer,623,Trailer,Standard,2021,ROAD CHIEF,Silver,12/13/2021,104,Bay of Plenty,New Zealand,347700,28.8
519,Moped,550,Honda,Standard,2002,NVS,Blue,1/23/2022,109,Wellington,New Zealand,543500,67.52
520,Trailer,623,Trailer,Standard,2021,HEAVEN171H,Silver,11/15/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62
521,Trailer,623,Trailer,Standard,1976,LOCAL,Grey,1/7/2022,105,Gisborne,New Zealand,52100,6.21
522,Caravan,571,Liteweight,Standard,1975,CHEVRON 1500,White,1/13/2022,102,Auckland,New Zealand,1695200,343.09
523,Trailer,623,Trailer,Standard,2021,CAR TRAILER,Silver,12/29/2021,102,Auckland,New Zealand,1695200,343.09
524,Trailer,623,Trailer,Standard,2021,D-MAX FLATDECK,Silver,12/9/2021,102,Auckland,New Zealand,1695200,343.09
525,Roadbike,561,Kawasaki,Standard,2005,ZX,Silver,12/9/2021,103,Waikato,New Zealand,513800,21.5
526,Trailer,623,Trailer,Standard,2021,DOMESTIC,Silver,12/14/2021,101,Northland,New Zealand,201500,16.11
527,Trailer,623,Trailer,Standard,2021,KING,Silver,11/8/2021,107,Taranaki,New Zealand,127300,17.55
528,Roadbike,611,Suzuki,Standard,2002,GS,Black,12/1/2021,102,Auckland,New Zealand,1695200,343.09
529,Moped,611,Suzuki,Standard,2000,STREET MAGIC TR50 8,Green,2/26/2022,102,Auckland,New Zealand,1695200,343.09
530,Roadbike,611,Suzuki,Standard,2002,SV650S,Red,1/30/2022,107,Taranaki,New Zealand,127300,17.55
531,Trailer,623,Trailer,Standard,2017,OUTPOST 10X6,Silver,2/14/2022,102,Auckland,New Zealand,1695200,343.09
532,Trailer,562,Kea,Standard,2017,KC 126,Silver,1/10/2022,102,Auckland,New Zealand,1695200,343.09
533,Trailer,622,Trail-Lite,Standard,2017,COMPASS S74,Silver,12/9/2021,114,Canterbury,New Zealand,655000,14.72
534,Trailer,623,Trailer,Standard,2017,GOODS,Grey,4/5/2022,109,Wellington,New Zealand,543500,67.52
535,Trailer,623,Trailer,Standard,1977,HOMEBUILT,White,11/16/2021,105,Gisborne,New Zealand,52100,6.21
536,Trailer,623,Trailer,Standard,2017,M J TANDEM AXLE,Silver,12/20/2021,114,Canterbury,New Zealand,655000,14.72
537,Trailer,623,Trailer,Standard,2017,TOTAL POWER,Silver,11/15/2021,114,Canterbury,New Zealand,655000,14.72
538,Trailer,623,Trailer,Standard,2017,TRAYLA,Silver,11/21/2021,106,Hawke's Bay,New Zealand,182700,12.92
539,Boat Trailer,623,Trailer,Standard,2000,FRONT RUNNER,Silver,12/15/2021,103,Waikato,New Zealand,513800,21.5
540,Trailer,623,Trailer,Standard,2017,HOMEBUILT,Silver,4/5/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
541,Trailer,623,Trailer,Standard,2017,UTBT,Silver,3/13/2022,103,Waikato,New Zealand,513800,21.5
542,Saloon,511,Bentley,Luxury,1963,S3,White,4/5/2022,109,Wellington,New Zealand,543500,67.52
543,Trailer,623,Trailer,Standard,2017,CAR DOLLY,Silver,10/27/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62
544,Boat Trailer,623,Trailer,Standard,2002,JETSKI FACTORYBUILT,Silver,3/14/2022,114,Canterbury,New Zealand,655000,14.72
545,Trailer,623,Trailer,Standard,2017,COMPASS-KHSTTI,Silver,2/9/2022,109,Wellington,New Zealand,543500,67.52
546,Trailer,623,Trailer,Standard,2017,COMPASS-KHSTTI,Silver,11/12/2021,103,Waikato,New Zealand,513800,21.5
547,Trailer,595,Pinto,Standard,2017,TRADE WELLSIDE,Silver,3/18/2022,102,Auckland,New Zealand,1695200,343.09
548,Trailer,623,Trailer,Standard,2018,DOMESTIC,Black,1/16/2022,102,Auckland,New Zealand,1695200,343.09
549,Trailer,623,Trailer,Standard,2021,TIPPER,Silver,2/15/2022,102,Auckland,New Zealand,1695200,343.09
550,Roadbike,550,Honda,Standard,2007,SCV,Red,3/3/2022,109,Wellington,New Zealand,543500,67.52
551,Trailer,623,Trailer,Standard,2021,7X4,Silver,11/20/2021,109,Wellington,New Zealand,543500,67.52
552,Trailer,595,Pinto,Standard,2021,BRAKED TANDEM 10X5,Silver,11/8/2021,102,Auckland,New Zealand,1695200,343.09
553,Trailer,623,Trailer,Standard,2000,MANAWATU ENGINEERING,Grey,3/30/2022,114,Canterbury,New Zealand,655000,14.72
554,Trailer,623,Trailer,Standard,1996,HOMEMADE,Grey,3/28/2022,103,Waikato,New Zealand,513800,21.5
555,Trailer - Heavy,623,Trailer,Standard,2021,NYMIC,Grey,10/29/2021,102,Auckland,New Zealand,1695200,343.09
556,Trailer,514,Briford,Standard,2021,8X5 DIGGER TRANSPORT,Silver,12/16/2021,114,Canterbury,New Zealand,655000,14.72
557,Trailer,549,Homebuilt,Standard,2021,LOG SPLITTER,Blue,11/16/2021,107,Taranaki,New Zealand,127300,17.55
558,Trailer,623,Trailer,Standard,2020,DOMESTIC,Grey,2/27/2022,102,Auckland,New Zealand,1695200,343.09
559,Trailer,616,Titan,Standard,2021,DOMESTIC TRAILER,Silver,11/29/2021,109,Wellington,New Zealand,543500,67.52
560,Trailer,623,Trailer,Standard,2021,DOMESTIC,Grey,1/3/2022,101,Northland,New Zealand,201500,16.11
561,Boat Trailer,623,Trailer,Standard,1985,BOAT,Silver,12/21/2021,104,Bay of Plenty,New Zealand,347700,28.8
562,Trailer,616,Titan,Standard,2021,DOMESTIC TRAILER,Silver,10/14/2021,102,Auckland,New Zealand,1695200,343.09
563,Trailer,623,Trailer,Standard,2021,BETTER,Silver,10/17/2021,105,Gisborne,New Zealand,52100,6.21
564,Trailer,623,Trailer,Standard,2021,TUFF,Silver,12/3/2021,103,Waikato,New Zealand,513800,21.5
565,Moped,611,Suzuki,Standard,2006,SJ50QT,Blue,1/31/2022,116,Southland,New Zealand,102400,3.28
566,Trailer,623,Trailer,Standard,1998,HELLMACK 12X6,Yellow,2/7/2022,114,Canterbury,New Zealand,655000,14.72
567,Trailer - Heavy,623,Trailer,Standard,2021,CT DIG25,Silver,2/14/2022,102,Auckland,New Zealand,1695200,343.09
568,Trailer,538,Factory Built,Standard,2021,CUSTOM,White,10/23/2021,103,Waikato,New Zealand,513800,21.5
569,Trailer - Heavy,623,Trailer,Standard,2021,PRESCOTT,Silver,10/30/2021,104,Bay of Plenty,New Zealand,347700,28.8
570,Trailer,532,Diamond,Standard,2021,TRAILER,Silver,3/1/2022,107,Taranaki,New Zealand,127300,17.55
571,Trailer,623,Trailer,Standard,2021,TRAYLA,Silver,4/5/2022,104,Bay of Plenty,New Zealand,347700,28.8
572,Trailer,616,Titan,Standard,2021,DOMESTIC TRAILER,Silver,11/9/2021,104,Bay of Plenty,New Zealand,347700,28.8
573,Boat Trailer,623,Trailer,Standard,2021,DMW,Grey,1/26/2022,102,Auckland,New Zealand,1695200,343.09
574,Trailer,538,Factory Built,Standard,2021,CONCEPT TRAILERS,Silver,2/22/2022,106,Hawke's Bay,New Zealand,182700,12.92
575,Trailer,623,Trailer,Standard,2019,DOMESTIC,Grey,10/23/2021,102,Auckland,New Zealand,1695200,343.09
576,Caravan,612,Swift,Standard,2011,CARAVAN,White,11/14/2021,102,Auckland,New Zealand,1695200,343.09
577,Trailer,623,Trailer,Standard,2021,TANDEM,Silver,2/24/2022,102,Auckland,New Zealand,1695200,343.09
578,Trailer,623,Trailer,Standard,2021,JOBMATE,Silver,2/15/2022,107,Taranaki,New Zealand,127300,17.55
579,Trailer,628,Universal,Standard,2021,DOMESTIC TRAILER,Black,1/24/2022,102,Auckland,New Zealand,1695200,343.09
580,Trailer,501,Aakron Xpress,Standard,2021,HUMBAUR,Silver,2/5/2022,102,Auckland,New Zealand,1695200,343.09
581,Boat Trailer,623,Trailer,Standard,2013,JET SKI,Grey,12/6/2021,102,Auckland,New Zealand,1695200,343.09
582,Moped,593,PGO,Standard,2009,NAKED 50,Blue,11/18/2021,102,Auckland,New Zealand,1695200,343.09
583,Caravan,519,Caravan,Standard,2009,COACHMAN AMARA 520,White,2/22/2022,114,Canterbury,New Zealand,655000,14.72
584,Trailer,623,Trailer,Standard,2021,ELITE,Silver,2/28/2022,114,Canterbury,New Zealand,655000,14.72
585,Trailer - Heavy,623,Trailer,Standard,2021,IFOR WILLIAMS,Silver,2/20/2022,101,Northland,New Zealand,201500,16.11
586,Moped,585,Moped,Standard,2007,VMOTO MILAN,Black,2/21/2022,102,Auckland,New Zealand,1695200,343.09
587,Hatchback,587,Nissan,Standard,2008,TIIDA,Red,3/30/2022,102,Auckland,New Zealand,1695200,343.09
588,Trailer,623,Trailer,Standard,2019,DOMESTIC,Grey,10/19/2021,102,Auckland,New Zealand,1695200,343.09
589,Moped,585,Moped,Standard,2008,CICLONE,Red,10/18/2021,102,Auckland,New Zealand,1695200,343.09
590,Trailer,623,Trailer,Standard,1993,HOMEMADE,Grey,1/20/2022,114,Canterbury,New Zealand,655000,14.72
591,Trailer,623,Trailer,Standard,1985,LOCAL,White,2/17/2022,103,Waikato,New Zealand,513800,21.5
592,Trailer,623,Trailer,Standard,2021,BST2021D,Silver,10/24/2021,102,Auckland,New Zealand,1695200,343.09
593,Trailer - Heavy,549,Homebuilt,Standard,1987,ABEL,Yellow,10/12/2021,105,Gisborne,New Zealand,52100,6.21
594,Roadbike,561,Kawasaki,Standard,1996,VN,Black,11/22/2021,102,Auckland,New Zealand,1695200,343.09
595,Trailer - Heavy,623,Trailer,Standard,2018,GT17023,Silver,3/28/2022,102,Auckland,New Zealand,1695200,343.09
596,Trailer,616,Titan,Standard,2018,DOMESTIC TRAILER,Silver,3/21/2022,105,Gisborne,New Zealand,52100,6.21
597,Trailer,623,Trailer,Standard,2018,HOMEMADE,Black,11/8/2021,101,Northland,New Zealand,201500,16.11
598,Trailer,623,Trailer,Standard,2015,DOLLY,Black,1/19/2022,103,Waikato,New Zealand,513800,21.5
599,Boat Trailer,623,Trailer,Standard,1976,CRESTA CRAFT,Grey,11/17/2021,114,Canterbury,New Zealand,655000,14.72
600,Trailer,623,Trailer,Standard,2018,DOMESTIC,Silver,2/24/2022,101,Northland,New Zealand,201500,16.11
601,Boat Trailer,623,Trailer,Standard,2018,JETSKI,Silver,1/30/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
602,Trailer,514,Briford,Standard,2018,8X4 TANDEM,Silver,1/18/2022,114,Canterbury,New Zealand,655000,14.72
603,Trailer,562,Kea,Standard,2018,K64SA,Silver,10/16/2021,103,Waikato,New Zealand,513800,21.5
604,Trailer,623,Trailer,Standard,2018,DOMESTIC TRAILER,Grey,10/25/2021,102,Auckland,New Zealand,1695200,343.09
605,Trailer,616,Titan,Standard,2018,DOMESTIC TRAILER,Silver,2/11/2022,102,Auckland,New Zealand,1695200,343.09
606,Trailer,623,Trailer,Standard,2018,DOMESTIC,White,12/12/2021,102,Auckland,New Zealand,1695200,343.09
607,Trailer - Heavy,623,Trailer,Standard,2018,PRESCOTT,Silver,10/25/2021,114,Canterbury,New Zealand,655000,14.72
608,Trailer,623,Trailer,Standard,2018,HOMEBUILT,Silver,12/17/2021,104,Bay of Plenty,New Zealand,347700,28.8
609,Trailer - Heavy,623,Trailer,Standard,2018,GT DIGGER TRAILER,Silver,11/24/2021,102,Auckland,New Zealand,1695200,343.09
610,Trailer,623,Trailer,Standard,2018,TRAYLA,Silver,11/15/2021,109,Wellington,New Zealand,543500,67.52
611,Trailer,623,Trailer,Standard,2018,BRIAN JAMES A4,Silver,1/18/2022,102,Auckland,New Zealand,1695200,343.09
612,Trailer,616,Titan,Standard,2018,DOMESTIC TRAILER,Silver,12/29/2021,107,Taranaki,New Zealand,127300,17.55
613,Trailer,623,Trailer,Standard,2018,HOMEBUILT,Grey,12/14/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62
614,Trailer,514,Briford,Standard,2018,8X4 TANDEM,Silver,2/2/2022,114,Canterbury,New Zealand,655000,14.72
615,Trailer,549,Homebuilt,Standard,2018,TRAILER8X4,Silver,10/11/2021,114,Canterbury,New Zealand,655000,14.72
616,Trailer,623,Trailer,Standard,2018,ZANDER BUILT,Grey,3/14/2022,106,Hawke's Bay,New Zealand,182700,12.92
617,Caravan,538,Factory Built,Standard,1973,CRESTA CRAFT XRP,White,1/17/2022,111,Nelson,New Zealand,54500,129.15
618,Trailer,623,Trailer,Standard,2002,DOMESTIC,Silver,10/22/2021,111,Nelson,New Zealand,54500,129.15
619,Moped,585,Moped,Standard,2011,ELITE STAR 50,Red,3/18/2022,114,Canterbury,New Zealand,655000,14.72
620,Roadbike,625,Triumph,Standard,2002,DAYTONA,Blue,11/21/2021,109,Wellington,New Zealand,543500,67.52
621,Roadbike,611,Suzuki,Standard,2007,DR-Z400,Yellow,3/25/2022,109,Wellington,New Zealand,543500,67.52
622,Moped,563,Keeway,Standard,2012,F-ACT,White,10/18/2021,102,Auckland,New Zealand,1695200,343.09
623,Moped,617,TNT Motor,Standard,2015,ROMA,Red,1/22/2022,102,Auckland,New Zealand,1695200,343.09
624,Roadbike,550,Honda,Standard,2015,CBR,White,12/14/2021,109,Wellington,New Zealand,543500,67.52
625,Roadbike,611,Suzuki,Standard,2009,GN125H,Red,1/22/2022,102,Auckland,New Zealand,1695200,343.09
626,Moped,585,Moped,Standard,2010,SOLANA,Blue,12/26/2021,102,Auckland,New Zealand,1695200,343.09
627,Moped,629,Vespa,Standard,2011,LX,Silver,4/2/2022,102,Auckland,New Zealand,1695200,343.09
628,Moped,585,Moped,Standard,2014,EURORIDER,Black,12/25/2021,102,Auckland,New Zealand,1695200,343.09
629,Moped,611,Suzuki,Standard,2014,UZ,Black,12/11/2021,102,Auckland,New Zealand,1695200,343.09
630,Roadbike,561,Kawasaki,Standard,2014,KLX,Green,10/18/2021,109,Wellington,New Zealand,543500,67.52
631,Roadbike,550,Honda,Standard,2014,GLH,White,3/14/2022,102,Auckland,New Zealand,1695200,343.09
632,Trailer,623,Trailer,Standard,2003,PRESCOT,Silver,10/19/2021,104,Bay of Plenty,New Zealand,347700,28.8
633,Boat Trailer,533,DMW,Standard,2003,SF535,Silver,1/9/2022,102,Auckland,New Zealand,1695200,343.09
634,Trailer,562,Kea,Standard,2002,K745A,Silver,11/7/2021,103,Waikato,New Zealand,513800,21.5
635,Roadbike,611,Suzuki,Standard,2010,VL250,Black,3/3/2022,102,Auckland,New Zealand,1695200,343.09
636,Roadbike,636,Yamaha,Standard,1993,XT,White,2/13/2022,101,Northland,New Zealand,201500,16.11
637,Moped,585,Moped,Standard,2011,ELITE STAR 50,White,1/3/2022,114,Canterbury,New Zealand,655000,14.72
638,Roadbike,565,KTM,Standard,2004,EXC,Orange,2/13/2022,101,Northland,New Zealand,201500,16.11
639,Moped,594,Piaggio,Standard,2013,ZIP,Black,1/20/2022,109,Wellington,New Zealand,543500,67.52
640,Roadbike,550,Honda,Standard,2013,WW,Black,10/13/2021,102,Auckland,New Zealand,1695200,343.09
641,Roadbike,565,KTM,Standard,2013,390,White,1/7/2022,102,Auckland,New Zealand,1695200,343.09
642,Moped,541,Forza,Standard,2014,CAPRI,Cream,2/8/2022,102,Auckland,New Zealand,1695200,343.09
643,Moped,594,Piaggio,Standard,2014,ZIP,Black,2/2/2022,102,Auckland,New Zealand,1695200,343.09
644,Roadbike,636,Yamaha,Standard,2014,YZF-R6Y,Blue,12/22/2021,114,Canterbury,New Zealand,655000,14.72
645,Roadbike,636,Yamaha,Standard,2008,YZF-R6W,Blue,1/11/2022,102,Auckland,New Zealand,1695200,343.09
646,Moped,538,Factory Built,Standard,2015,TAOTAO,Red,11/17/2021,114,Canterbury,New Zealand,655000,14.72
647,Trailer - Heavy,623,Trailer,Standard,2003,FACTORY BUILT,Silver,10/13/2021,114,Canterbury,New Zealand,655000,14.72
648,Roadbike,545,Harley Davidson,Standard,2008,FXDC,Black,4/5/2022,102,Auckland,New Zealand,1695200,343.09
649,Roadbike,545,Harley Davidson,Standard,2007,XL,Black,3/23/2022,109,Wellington,New Zealand,543500,67.52
650,Roadbike,594,Piaggio,Standard,2005,VESPA,Black,12/8/2021,111,Nelson,New Zealand,54500,129.15
651,Roadbike,550,Honda,Standard,2011,SCV,Red,11/9/2021,103,Waikato,New Zealand,513800,21.5
652,Roadbike,611,Suzuki,Standard,2011,GSR,Black,3/18/2022,102,Auckland,New Zealand,1695200,343.09
653,Roadbike,565,KTM,Standard,2011,EXC,Orange,1/7/2022,102,Auckland,New Zealand,1695200,343.09
654,Roadbike,554,Hyosung,Standard,2012,GV250,Black,11/17/2021,102,Auckland,New Zealand,1695200,343.09
655,Moped,594,Piaggio,Standard,2012,ZIP,White,2/6/2022,102,Auckland,New Zealand,1695200,343.09
656,Moped,632,Vmoto,Standard,2010,MOTORCYCLE,Black,12/2/2021,104,Bay of Plenty,New Zealand,347700,28.8
657,Roadbike,611,Suzuki,Standard,2006,VZ800,Black,11/22/2021,102,Auckland,New Zealand,1695200,343.09
658,Roadbike,611,Suzuki,Standard,2007,VL800,Green,1/30/2022,102,Auckland,New Zealand,1695200,343.09
659,Moped,593,PGO,Standard,2014,LIGERO,Red,10/20/2021,114,Canterbury,New Zealand,655000,14.72
660,Roadbike,565,KTM,Standard,2014,390,Black,12/30/2021,103,Waikato,New Zealand,513800,21.5
661,Moped,617,TNT Motor,Standard,2015,ROMA,Black,1/19/2022,102,Auckland,New Zealand,1695200,343.09
662,Roadbike,631,Victory,Standard,2013,VEGAS,Black,10/14/2021,116,Southland,New Zealand,102400,3.28
663,Boat Trailer,623,Trailer,Standard,2002,LOCAL,Silver,3/30/2022,103,Waikato,New Zealand,513800,21.5
664,Roadbike,550,Honda,Standard,2010,SCV,Red,12/9/2021,111,Nelson,New Zealand,54500,129.15
665,Moped,636,Yamaha,Standard,2011,MOTORCYCLE,Silver,11/16/2021,114,Canterbury,New Zealand,655000,14.72
666,Moped,550,Honda,Standard,2011,TODAY,Yellow,1/3/2022,102,Auckland,New Zealand,1695200,343.09
667,Roadbike,636,Yamaha,Standard,2013,YZF,Blue,3/27/2022,109,Wellington,New Zealand,543500,67.52
668,Moped,593,PGO,Standard,2013,PMX,Black,1/4/2022,101,Northland,New Zealand,201500,16.11
669,Roadbike,553,Husqvarna,Standard,2014,FE,White,2/10/2022,114,Canterbury,New Zealand,655000,14.72
670,Roadbike,611,Suzuki,Standard,2008,GSX750F,Black,3/14/2022,101,Northland,New Zealand,201500,16.11
671,Moped,538,Factory Built,Standard,2014,SHENKE,Black,11/16/2021,114,Canterbury,New Zealand,655000,14.72
672,Moped,585,Moped,Standard,2009,ORION SCOOTER,Yellow,1/10/2022,109,Wellington,New Zealand,543500,67.52
673,Moped,594,Piaggio,Standard,2005,VESPA ET2 50,Blue,2/5/2022,102,Auckland,New Zealand,1695200,343.09
674,Moped,636,Yamaha,Standard,2011,CV50,Blue,1/11/2022,109,Wellington,New Zealand,543500,67.52
675,Roadbike,611,Suzuki,Standard,2013,GW250,Red,1/27/2022,102,Auckland,New Zealand,1695200,343.09
676,Roadbike,505,Aprilia,Standard,2002,RSV,Grey,3/4/2022,115,Otago,New Zealand,246000,7.89
677,Roadbike,550,Honda,Standard,2014,CBR,Black,3/26/2022,104,Bay of Plenty,New Zealand,347700,28.8
678,All Terrain Vehicle,550,Honda,Standard,2014,PIONEER 500,Red,3/2/2022,114,Canterbury,New Zealand,655000,14.72
679,Moped,590,Over,Standard,2015,THOR,Red,11/27/2021,109,Wellington,New Zealand,543500,67.52
680,Trailer,623,Trailer,Standard,2002,OLEARY 8 X 5,Green,1/11/2022,105,Gisborne,New Zealand,52100,6.21
681,Trailer,514,Briford,Standard,2002,8X4 TANDEM,Green,2/23/2022,114,Canterbury,New Zealand,655000,14.72
682,Moped,585,Moped,Standard,2010,VMOTO MILAN,Black,12/18/2021,102,Auckland,New Zealand,1695200,343.09
683,Roadbike,563,Keeway,Standard,2011,CRUISER,Silver,11/27/2021,103,Waikato,New Zealand,513800,21.5
684,Roadbike,505,Aprilia,Standard,2012,DORSODURO,Black,1/22/2022,102,Auckland,New Zealand,1695200,343.09
685,Roadbike,594,Piaggio,Standard,2012,FLY,Black,11/26/2021,102,Auckland,New Zealand,1695200,343.09
686,Roadbike,611,Suzuki,Standard,2012,GSX-R600,Black,11/22/2021,102,Auckland,New Zealand,1695200,343.09
687,Roadbike,550,Honda,Standard,2013,CRF,Red,11/13/2021,109,Wellington,New Zealand,543500,67.52
688,Roadbike,552,Husaberg,Standard,2014,FE,Blue,12/18/2021,109,Wellington,New Zealand,543500,67.52
